[Name]
Series 1 at E:/fh-w cfd/fhwcfd_files/dp0/FFF/Fluent/microphone.ard

[Data]
Time [ s ],Pressure [ Pa ]
7.58205280e-02, 5.16909453e+04
7.58548900e-02, 5.16633906e+04
7.58892596e-02, 5.16254883e+04
7.59236217e-02, 5.16054609e+04
7.59579837e-02, 5.15773789e+04
7.59923533e-02, 5.15392031e+04
7.60267153e-02, 5.15189609e+04
7.60610774e-02, 5.14932148e+04
7.60954469e-02, 5.14655000e+04
7.61298090e-02, 5.14275273e+04
7.61641711e-02, 5.14112344e+04
7.61985332e-02, 5.13867109e+04
7.62329027e-02, 5.13460039e+04
7.62672648e-02, 5.13261289e+04
7.63016269e-02, 5.13004961e+04
7.63359964e-02, 5.12643164e+04
7.63703585e-02, 5.12477031e+04
7.64047205e-02, 5.12214492e+04
7.64390901e-02, 5.11966367e+04
7.64734522e-02, 5.11593438e+04
7.65078142e-02, 5.11427930e+04
7.65421763e-02, 5.11161953e+04
7.65765458e-02, 5.10831523e+04
7.66109079e-02, 5.10674922e+04
7.66452700e-02, 5.10416992e+04
7.66796395e-02, 5.10079688e+04
7.67140016e-02, 5.09945000e+04
7.67483637e-02, 5.09693320e+04
7.67827332e-02, 5.09449844e+04
7.68170953e-02, 5.09117500e+04
7.68514574e-02, 5.08973438e+04
7.68858194e-02, 5.08731484e+04
7.69201890e-02, 5.08421055e+04
7.69545510e-02, 5.08285234e+04
7.69889131e-02, 5.08065781e+04
7.70232826e-02, 5.07730430e+04
7.70576447e-02, 5.07576992e+04
7.70920068e-02, 5.07369453e+04
7.71263763e-02, 5.07142852e+04
7.71607384e-02, 5.06835625e+04
7.71951005e-02, 5.06714883e+04
7.72294626e-02, 5.06488047e+04
7.72638321e-02, 5.06181641e+04
7.72981942e-02, 5.06068984e+04
7.73325562e-02, 5.05857266e+04
7.73669258e-02, 5.05548945e+04
7.74012879e-02, 5.05417305e+04
7.74356499e-02, 5.05238672e+04
7.74700195e-02, 5.05051836e+04
7.75043815e-02, 5.04771367e+04
7.75387436e-02, 5.04651328e+04
7.75731057e-02, 5.04461602e+04
7.76074752e-02, 5.04179141e+04
7.76418373e-02, 5.04088711e+04
7.76761994e-02, 5.03897930e+04
7.77105689e-02, 5.03621133e+04
7.77449310e-02, 5.03514141e+04
7.77792931e-02, 5.03357813e+04
7.78136551e-02, 5.03166484e+04
7.78480247e-02, 5.02876523e+04
7.78823867e-02, 5.02804102e+04
7.79167488e-02, 5.02635313e+04
7.79511184e-02, 5.02357969e+04
7.79854804e-02, 5.02268516e+04
7.80198425e-02, 5.02104102e+04
7.80542120e-02, 5.01934414e+04
7.80885741e-02, 5.01660859e+04
7.81229362e-02, 5.01585469e+04
7.81572983e-02, 5.01437070e+04
7.81916678e-02, 5.01166719e+04
7.82260299e-02, 5.01093594e+04
7.82603920e-02, 5.00956289e+04
7.82947615e-02, 5.00702305e+04
7.83291236e-02, 5.00636914e+04
7.83634856e-02, 5.00483672e+04
7.83978552e-02, 5.00320977e+04
7.84322172e-02, 5.00085742e+04
7.84665793e-02, 5.00019883e+04
7.85009414e-02, 4.99877109e+04
7.85353109e-02, 4.99625078e+04
7.85696730e-02, 4.99562070e+04
7.86040351e-02, 4.99435781e+04
7.86384046e-02, 4.99203359e+04
7.86727667e-02, 4.99152109e+04
7.87071288e-02, 4.98993281e+04
7.87414983e-02, 4.98846133e+04
7.87758604e-02, 4.98601055e+04
7.88102224e-02, 4.98559258e+04
7.88445845e-02, 4.98435977e+04
7.88789541e-02, 4.98192422e+04
7.89133161e-02, 4.98151836e+04
7.89476782e-02, 4.98010391e+04
7.89820477e-02, 4.97784375e+04
7.90164098e-02, 4.97724648e+04
7.90507719e-02, 4.97621289e+04
7.90851414e-02, 4.97499648e+04
7.91195035e-02, 4.97275781e+04
7.91538656e-02, 4.97236758e+04
7.91882277e-02, 4.97117852e+04
7.92225972e-02, 4.96895859e+04
7.92569593e-02, 4.96860508e+04
7.92913213e-02, 4.96748633e+04
7.93256909e-02, 4.96527813e+04
7.93600529e-02, 4.96500000e+04
7.93944150e-02, 4.96403086e+04
7.94287845e-02, 4.96265664e+04
7.94631466e-02, 4.96047930e+04
7.94975087e-02, 4.96029727e+04
7.95318708e-02, 4.95930313e+04
7.95662403e-02, 4.95695781e+04
7.96006024e-02, 4.95673086e+04
7.96349645e-02, 4.95575781e+04
7.96693340e-02, 4.95360195e+04
7.97036961e-02, 4.95346836e+04
7.97380581e-02, 4.95233516e+04
7.97724277e-02, 4.95146992e+04
7.98067898e-02, 4.94942617e+04
7.98411518e-02, 4.94927891e+04
7.98755139e-02, 4.94835781e+04
7.99098834e-02, 4.94643125e+04
7.99442455e-02, 4.94636406e+04
7.99786076e-02, 4.94541445e+04
8.00129771e-02, 4.94441992e+04
8.00473392e-02, 4.94242773e+04
8.00817013e-02, 4.94242773e+04
8.01160634e-02, 4.94171719e+04
8.01504329e-02, 4.93982305e+04
8.01847950e-02, 4.93992813e+04
8.02191570e-02, 4.93887695e+04
8.02535266e-02, 4.93708086e+04
8.02878886e-02, 4.93715000e+04
8.03222507e-02, 4.93626563e+04
8.03566203e-02, 4.93549492e+04
8.03909823e-02, 4.93354492e+04
8.04253444e-02, 4.93382344e+04
8.04597065e-02, 4.93311797e+04
8.04940760e-02, 4.93138945e+04
8.05284381e-02, 4.93152461e+04
8.05628002e-02, 4.93084766e+04
8.05971697e-02, 4.92913477e+04
8.06315318e-02, 4.92941211e+04
8.06658939e-02, 4.92895430e+04
8.07002634e-02, 4.92826758e+04
8.07346255e-02, 4.92672773e+04
8.07689875e-02, 4.92688984e+04
8.08033496e-02, 4.92658086e+04
8.08377191e-02, 4.92511406e+04
8.08720812e-02, 4.92547695e+04
8.09064433e-02, 4.92492070e+04
8.09408128e-02, 4.92345781e+04
8.09751749e-02, 4.92413867e+04
8.10095370e-02, 4.92352070e+04
8.10439065e-02, 4.92303711e+04
8.10782686e-02, 4.92176875e+04
8.11126307e-02, 4.92231914e+04
8.11469927e-02, 4.92178594e+04
8.11813623e-02, 4.92052422e+04
8.12157243e-02, 4.92110039e+04
8.12500864e-02, 4.92069883e+04
8.12844560e-02, 4.91961406e+04
8.13188180e-02, 4.92020625e+04
8.13531801e-02, 4.92001172e+04
8.13875496e-02, 4.91977969e+04
8.14219117e-02, 4.91857188e+04
8.14562738e-02, 4.91923438e+04
8.14906359e-02, 4.91916094e+04
8.15250054e-02, 4.91817461e+04
8.15593675e-02, 4.91894648e+04
8.15937296e-02, 4.91905391e+04
8.16280991e-02, 4.91808516e+04
8.16624612e-02, 4.91878125e+04
8.16968232e-02, 4.91861797e+04
8.17311928e-02, 4.91878281e+04
8.17655548e-02, 4.91782070e+04
8.17999169e-02, 4.91864531e+04
8.18342790e-02, 4.91871680e+04
8.18686485e-02, 4.91798320e+04
8.19030106e-02, 4.91899453e+04
8.19373727e-02, 4.91898125e+04
8.19717422e-02, 4.91821016e+04
8.20061043e-02, 4.91942969e+04
8.20404664e-02, 4.91954063e+04
8.20748284e-02, 4.91962773e+04
8.21091980e-02, 4.91900313e+04
8.21435601e-02, 4.91996563e+04
8.21779221e-02, 4.92027461e+04
8.22122917e-02, 4.91982969e+04
8.22466537e-02, 4.92082773e+04
8.22810158e-02, 4.92118047e+04
8.23153853e-02, 4.92160703e+04
8.23497474e-02, 4.92108984e+04
8.23841095e-02, 4.92228047e+04
8.24184716e-02, 4.92278516e+04
8.24528411e-02, 4.92212578e+04
8.24872032e-02, 4.92362773e+04
8.25215653e-02, 4.92399648e+04
8.25559348e-02, 4.92335625e+04
8.25902969e-02, 4.92487422e+04
8.26246589e-02, 4.92541328e+04
8.26590285e-02, 4.92591523e+04
8.26933905e-02, 4.92549453e+04
8.27277526e-02, 4.92688008e+04
8.27621147e-02, 4.92747227e+04
8.27964842e-02, 4.92693438e+04
8.28308463e-02, 4.92831328e+04
8.28652084e-02, 4.92908867e+04
8.28995779e-02, 4.92881758e+04
8.29339400e-02, 4.93010938e+04
8.29683021e-02, 4.93081641e+04
8.30026716e-02, 4.93151992e+04
8.30370337e-02, 4.93107695e+04
8.30713958e-02, 4.93269883e+04
8.31057578e-02, 4.93333008e+04
8.31401274e-02, 4.93323750e+04
8.31744894e-02, 4.93480508e+04
8.32088515e-02, 4.93563008e+04
8.32432210e-02, 4.93529922e+04
8.32775831e-02, 4.93673633e+04
8.33119452e-02, 4.93767500e+04
8.33463147e-02, 4.93842422e+04
8.33806768e-02, 4.93819648e+04
8.34150389e-02, 4.93981680e+04
8.34494010e-02, 4.94062852e+04
8.34837705e-02, 4.94043359e+04
8.35181326e-02, 4.94196016e+04
8.35524946e-02, 4.94258672e+04
8.35868642e-02, 4.94245938e+04
8.36212263e-02, 4.94408750e+04
8.36555883e-02, 4.94488555e+04
8.36899579e-02, 4.94566445e+04
8.37243199e-02, 4.94561094e+04
8.37586820e-02, 4.94740547e+04
8.37930441e-02, 4.94815547e+04
8.38274136e-02, 4.94796992e+04
8.38617757e-02, 4.94959766e+04
8.38961378e-02, 4.95040938e+04
8.39305073e-02, 4.95018438e+04
8.39648694e-02, 4.95140195e+04
8.39992315e-02, 4.95221953e+04
8.40335935e-02, 4.95357656e+04
8.40679631e-02, 4.95292031e+04
8.41023251e-02, 4.95525898e+04
8.41366872e-02, 4.95549102e+04
8.41710567e-02, 4.95579258e+04
8.42054188e-02, 4.95695664e+04
8.42397809e-02, 4.95828789e+04
8.42741504e-02, 4.95854531e+04
8.43085125e-02, 4.95882344e+04
8.43428746e-02, 4.96010508e+04
8.43772367e-02, 4.96160625e+04
8.44116062e-02, 4.96079414e+04
8.44459683e-02, 4.96292656e+04
8.44803303e-02, 4.96327969e+04
8.45146999e-02, 4.96356172e+04
8.45490620e-02, 4.96471094e+04
8.45834240e-02, 4.96603984e+04
8.46177936e-02, 4.96645352e+04
8.46521556e-02, 4.96690938e+04
8.46865177e-02, 4.96797578e+04
8.47208798e-02, 4.96924102e+04
8.47552493e-02, 4.96862422e+04
8.47896114e-02, 4.97066797e+04
8.48239735e-02, 4.97123672e+04
8.48583430e-02, 4.97161836e+04
8.48927051e-02, 4.97270938e+04
8.49270672e-02, 4.97397227e+04
8.49614367e-02, 4.97449727e+04
8.49957988e-02, 4.97489180e+04
8.50301608e-02, 4.97599063e+04
8.50645229e-02, 4.97722695e+04
8.50988925e-02, 4.97647969e+04
8.51332545e-02, 4.97832656e+04
8.51676166e-02, 4.97901094e+04
8.52019861e-02, 4.97938633e+04
8.52363482e-02, 4.98048438e+04
8.52707103e-02, 4.98175234e+04
8.53050798e-02, 4.98209063e+04
8.53394419e-02, 4.98226719e+04
8.53738040e-02, 4.98349766e+04
8.54081661e-02, 4.98472305e+04
8.54425356e-02, 4.98413516e+04
8.54768977e-02, 4.98618867e+04
8.55112597e-02, 4.98674727e+04
8.55456293e-02, 4.98713086e+04
8.55799913e-02, 4.98824414e+04
8.56143534e-02, 4.98950195e+04
8.56487229e-02, 4.98985039e+04
8.56830850e-02, 4.99002266e+04
8.57174471e-02, 4.99141797e+04
8.57518092e-02, 4.99283477e+04
8.57861787e-02, 4.99226992e+04
8.58205408e-02, 4.99454766e+04
8.58549029e-02, 4.99482266e+04
8.58892724e-02, 4.99504766e+04
8.59236345e-02, 4.99628164e+04
8.59579965e-02, 4.99750977e+04
8.59923661e-02, 4.99801641e+04
8.60267282e-02, 4.99839609e+04
8.60610902e-02, 4.99964844e+04
8.60954523e-02, 5.00110195e+04
8.61298218e-02, 5.00052461e+04
8.61641839e-02, 5.00280000e+04
8.61985460e-02, 5.00323438e+04
8.62329155e-02, 5.00461055e+04
8.62672776e-02, 5.00403125e+04
8.63016397e-02, 5.00629141e+04
8.63360018e-02, 5.00674883e+04
8.63703713e-02, 5.00715156e+04
8.64047334e-02, 5.00856289e+04
8.64390954e-02, 5.01019219e+04
8.64734650e-02, 5.00963516e+04
8.65078270e-02, 5.01209531e+04
8.65421891e-02, 5.01247539e+04
8.65765586e-02, 5.01387813e+04
8.66109207e-02, 5.01343320e+04
8.66452828e-02, 5.01589766e+04
8.66796449e-02, 5.01638320e+04
8.67140144e-02, 5.01698945e+04
8.67483765e-02, 5.01846016e+04
8.67827386e-02, 5.02030078e+04
8.68171081e-02, 5.01963945e+04
8.68514702e-02, 5.02214180e+04
8.68858323e-02, 5.02281445e+04
8.69202018e-02, 5.02456484e+04
8.69545639e-02, 5.02406055e+04
8.69889259e-02, 5.02673867e+04
8.70232880e-02, 5.02726992e+04
8.70576575e-02, 5.02808438e+04
8.70920196e-02, 5.02944336e+04
8.71263817e-02, 5.03130273e+04
8.71607512e-02, 5.03097539e+04
8.71951133e-02, 5.03378711e+04
8.72294754e-02, 5.03426602e+04
8.72638449e-02, 5.03608281e+04
8.72982070e-02, 5.03585703e+04
8.73325691e-02, 5.03889961e+04
8.73669311e-02, 5.03938828e+04
8.74013007e-02, 5.04043320e+04
8.74356627e-02, 5.04186875e+04
8.74700248e-02, 5.04389648e+04
8.75043944e-02, 5.04360625e+04
8.75387564e-02, 5.04667305e+04
8.75731185e-02, 5.04745859e+04
8.76074880e-02, 5.04984258e+04
8.76418501e-02, 5.04933125e+04
8.76762122e-02, 5.05242500e+04
8.77105743e-02, 5.05308047e+04
8.77449438e-02, 5.05429336e+04
8.77793059e-02, 5.05576211e+04
8.78136680e-02, 5.05801758e+04
8.78480375e-02, 5.05790938e+04
8.78823996e-02, 5.06135273e+04
8.79167616e-02, 5.06193711e+04
8.79511312e-02, 5.06436406e+04
8.79854932e-02, 5.06399219e+04
8.80198553e-02, 5.06726563e+04
8.80542174e-02, 5.06799648e+04
8.80885869e-02, 5.06937500e+04
8.81229490e-02, 5.07103672e+04
8.81573111e-02, 5.07367695e+04
8.81916806e-02, 5.07338906e+04
8.82260427e-02, 5.07687344e+04
8.82604048e-02, 5.07763359e+04
8.82947668e-02, 5.08019648e+04
8.83291364e-02, 5.07988555e+04
8.83634984e-02, 5.08335820e+04
8.83978605e-02, 5.08428047e+04
8.84322301e-02, 5.08605078e+04
8.84665921e-02, 5.08767813e+04
8.85009542e-02, 5.09054805e+04
8.85353237e-02, 5.09112617e+04
8.85696858e-02, 5.09270898e+04
8.86040479e-02, 5.09433086e+04
8.86384100e-02, 5.09695313e+04
8.86727795e-02, 5.09681641e+04
8.87071416e-02, 5.10047305e+04
8.87415037e-02, 5.10143672e+04
8.87758732e-02, 5.10342148e+04
8.88102353e-02, 5.10493945e+04
8.88445973e-02, 5.10780117e+04
8.88789669e-02, 5.10855352e+04
8.89133289e-02, 5.11030820e+04
8.89476910e-02, 5.11197070e+04
8.89820531e-02, 5.11479336e+04
8.90164226e-02, 5.11455742e+04
8.90507847e-02, 5.11822734e+04
8.90851468e-02, 5.11920547e+04
8.91195163e-02, 5.12115586e+04
8.91538784e-02, 5.12271055e+04
8.91882405e-02, 5.12555430e+04
8.92226100e-02, 5.12632695e+04
8.92569721e-02, 5.12807344e+04
8.92913342e-02, 5.12989023e+04
8.93256962e-02, 5.13291445e+04
8.93600658e-02, 5.13255352e+04
8.93944278e-02, 5.13622813e+04
8.94287899e-02, 5.13721992e+04
8.94631594e-02, 5.13915703e+04
8.94975215e-02, 5.14073750e+04
8.95318836e-02, 5.14354648e+04
8.95662531e-02, 5.14448555e+04
8.96006152e-02, 5.14642344e+04
8.96349773e-02, 5.14800039e+04
8.96693394e-02, 5.15080117e+04
8.97037089e-02, 5.15057930e+04
8.97380710e-02, 5.15423633e+04
8.97724330e-02, 5.15523555e+04
8.98068026e-02, 5.15718125e+04
8.98411646e-02, 5.15875195e+04
8.98755267e-02, 5.16157930e+04
8.99098963e-02, 5.16236367e+04
8.99442583e-02, 5.16410156e+04
8.99786204e-02, 5.16578086e+04
9.00129825e-02, 5.16859531e+04
9.00473520e-02, 5.16851992e+04
9.00817141e-02, 5.17237266e+04
9.01160762e-02, 5.17293945e+04
9.01504457e-02, 5.17449336e+04
9.01848078e-02, 5.17630859e+04
9.02191699e-02, 5.17910430e+04
9.02535319e-02, 5.18001914e+04
9.02879015e-02, 5.18192109e+04
9.03222635e-02, 5.18335859e+04
9.03566256e-02, 5.18602070e+04
9.03909951e-02, 5.18591133e+04
9.04253572e-02, 5.18955273e+04
9.04597193e-02, 5.19037578e+04
9.04940888e-02, 5.19311133e+04
9.05284509e-02, 5.19287188e+04
9.05628130e-02, 5.19653164e+04
9.05971751e-02, 5.19737539e+04
9.06315446e-02, 5.19911133e+04
9.06659067e-02, 5.20064766e+04
9.07002687e-02, 5.20325625e+04
9.07346383e-02, 5.20314648e+04
9.07690004e-02, 5.20679102e+04
9.08033624e-02, 5.20764922e+04
9.08377320e-02, 5.21040430e+04
9.08720940e-02, 5.21013711e+04
9.09064561e-02, 5.21381250e+04
9.09408182e-02, 5.21450859e+04
9.09751877e-02, 5.21605039e+04
9.10095498e-02, 5.21786055e+04
9.10439119e-02, 5.22066680e+04
9.10782814e-02, 5.22039805e+04
9.11126435e-02, 5.22407500e+04
9.11470056e-02, 5.22490117e+04
9.11813751e-02, 5.22765664e+04
9.12157372e-02, 5.22724297e+04
9.12500992e-02, 5.23073281e+04
9.12844613e-02, 5.23168594e+04
9.13188308e-02, 5.23338789e+04
9.13531929e-02, 5.23525156e+04
9.13875550e-02, 5.23825625e+04
9.14219245e-02, 5.23786914e+04
9.14562866e-02, 5.24157031e+04
9.14906487e-02, 5.24237227e+04
9.15250182e-02, 5.24510430e+04
9.15593803e-02, 5.24492070e+04
9.15937424e-02, 5.24857109e+04
9.16281044e-02, 5.24958398e+04
9.16624740e-02, 5.25149531e+04
9.16968361e-02, 5.25321953e+04
9.17311981e-02, 5.25625898e+04
9.17655677e-02, 5.25604414e+04
9.17999297e-02, 5.25994766e+04
9.18342918e-02, 5.26067422e+04
9.18686613e-02, 5.26346914e+04
9.19030234e-02, 5.26350313e+04
9.19373855e-02, 5.26755508e+04
9.19717476e-02, 5.26830547e+04
9.20061171e-02, 5.27026758e+04
9.20404792e-02, 5.27215000e+04
9.20748413e-02, 5.27535391e+04
9.21092108e-02, 5.27504102e+04
9.21435729e-02, 5.27895977e+04
9.21779349e-02, 5.28015234e+04
9.22123045e-02, 5.28350781e+04
9.22466666e-02, 5.28334492e+04
9.22810286e-02, 5.28765938e+04
9.23153907e-02, 5.28846523e+04
9.23497602e-02, 5.29062266e+04
9.23841223e-02, 5.29257383e+04
9.24184844e-02, 5.29598750e+04
9.24528539e-02, 5.29688086e+04
9.24872160e-02, 5.29919688e+04
9.25215781e-02, 5.30117656e+04
9.25559402e-02, 5.30480508e+04
9.25903097e-02, 5.30463750e+04
9.26246718e-02, 5.30912227e+04
9.26590338e-02, 5.31013438e+04
9.26934034e-02, 5.31245430e+04
9.27277654e-02, 5.31447266e+04
9.27621275e-02, 5.31806680e+04
9.27964970e-02, 5.31918008e+04
9.28308591e-02, 5.32189414e+04
9.28652212e-02, 5.32382344e+04
9.28995833e-02, 5.32767188e+04
9.29339528e-02, 5.32763633e+04
9.29683149e-02, 5.33234766e+04
9.30026770e-02, 5.33342852e+04
9.30370465e-02, 5.33613164e+04
9.30714086e-02, 5.33824805e+04
9.31057706e-02, 5.34227031e+04
9.31401402e-02, 5.34332539e+04
9.31745023e-02, 5.34622461e+04
9.32088643e-02, 5.34825430e+04
9.32432264e-02, 5.35229141e+04
9.32775959e-02, 5.35229492e+04
9.33119580e-02, 5.35720234e+04
9.33463201e-02, 5.35834414e+04
9.33806896e-02, 5.36127578e+04
9.34150517e-02, 5.36342344e+04
9.34494138e-02, 5.36764805e+04
9.34837833e-02, 5.36857891e+04
9.35181454e-02, 5.37148477e+04
9.35525075e-02, 5.37369375e+04
9.35868695e-02, 5.37791445e+04
9.36212391e-02, 5.37797656e+04
9.36556011e-02, 5.38309063e+04
9.36899632e-02, 5.38426328e+04
9.37243327e-02, 5.38737305e+04
9.37586948e-02, 5.38942617e+04
9.37930569e-02, 5.39364531e+04
9.38274264e-02, 5.39492109e+04
9.38617885e-02, 5.39819258e+04
9.38961506e-02, 5.40015234e+04
9.39305127e-02, 5.40438945e+04
9.39648822e-02, 5.40448867e+04
9.39992443e-02, 5.40958281e+04
9.40336064e-02, 5.41079531e+04
9.40679759e-02, 5.41389141e+04
9.41023380e-02, 5.41610352e+04
9.41367000e-02, 5.42048828e+04
9.41710696e-02, 5.42152930e+04
9.42054316e-02, 5.42462734e+04
9.42397937e-02, 5.42656016e+04
9.42741558e-02, 5.43054961e+04
9.43085253e-02, 5.43076758e+04
9.43428874e-02, 5.43582500e+04
9.43772495e-02, 5.43691445e+04
9.44116190e-02, 5.43982383e+04
9.44459811e-02, 5.44201172e+04
9.44803432e-02, 5.44618555e+04
9.45147052e-02, 5.44705430e+04
9.45490748e-02, 5.44972305e+04
9.45834368e-02, 5.45188945e+04
9.46177989e-02, 5.45584102e+04
9.46521685e-02, 5.45588906e+04
9.46865305e-02, 5.46077969e+04
9.47208926e-02, 5.46195195e+04
9.47552621e-02, 5.46587227e+04
9.47896242e-02, 5.46574023e+04
9.48239863e-02, 5.47041992e+04
9.48583484e-02, 5.47143047e+04
9.48927179e-02, 5.47388867e+04
9.49270800e-02, 5.47604023e+04
9.49614421e-02, 5.47980508e+04
9.49958116e-02, 5.47962383e+04
9.50301737e-02, 5.48411641e+04
9.50645357e-02, 5.48491602e+04
9.50989053e-02, 5.48805313e+04
9.51332673e-02, 5.48806094e+04
9.51676294e-02, 5.49230313e+04
9.52019915e-02, 5.49334063e+04
9.52363610e-02, 5.49558086e+04
9.52707231e-02, 5.49736445e+04
9.53050852e-02, 5.50055391e+04
9.53394547e-02, 5.50025117e+04
9.53738168e-02, 5.50412500e+04
9.54081789e-02, 5.50508398e+04
9.54425484e-02, 5.50796328e+04
9.54769105e-02, 5.50776484e+04
9.55112725e-02, 5.51162734e+04
9.55456346e-02, 5.51258594e+04
9.55800042e-02, 5.51443711e+04
9.56143662e-02, 5.51595977e+04
9.56487283e-02, 5.51854648e+04
9.56830978e-02, 5.51827617e+04
9.57174599e-02, 5.52172695e+04
9.57518220e-02, 5.52257383e+04
9.57861915e-02, 5.52508516e+04
9.58205536e-02, 5.52460313e+04
9.58549157e-02, 5.52788711e+04
9.58892778e-02, 5.52870625e+04
9.59236473e-02, 5.52992227e+04
9.59580094e-02, 5.53130859e+04
9.59923714e-02, 5.53330430e+04
9.60267410e-02, 5.53296563e+04
9.60611030e-02, 5.53599414e+04
9.60954651e-02, 5.53681016e+04
9.61298347e-02, 5.53889414e+04
9.61641967e-02, 5.53818164e+04
9.61985588e-02, 5.54087188e+04
9.62329209e-02, 5.54165586e+04
9.62672904e-02, 5.54244180e+04
9.63016525e-02, 5.54396914e+04
9.63360146e-02, 5.54572070e+04
9.63703841e-02, 5.54521953e+04
9.64047462e-02, 5.54792188e+04
9.64391083e-02, 5.54851367e+04
9.64734703e-02, 5.55021250e+04
9.65078399e-02, 5.54957148e+04
9.65422019e-02, 5.55209453e+04
9.65765640e-02, 5.55268438e+04
9.66109335e-02, 5.55311016e+04
9.66452956e-02, 5.55458945e+04
9.66796577e-02, 5.55620703e+04
9.67140272e-02, 5.55654023e+04
9.67483893e-02, 5.55679258e+04
9.67827514e-02, 5.55820156e+04
9.68171135e-02, 5.55958125e+04
9.68514830e-02, 5.55896250e+04
9.68858451e-02, 5.56126836e+04
9.69202071e-02, 5.56177500e+04
9.69545767e-02, 5.56203906e+04
9.69889387e-02, 5.56344570e+04
9.70233008e-02, 5.56486953e+04
9.70576704e-02, 5.56545195e+04
9.70920324e-02, 5.56589492e+04
9.71263945e-02, 5.56717539e+04
9.71607566e-02, 5.56862266e+04
9.71951261e-02, 5.56796133e+04
9.72294882e-02, 5.57029648e+04
9.72638503e-02, 5.57078398e+04
9.72982198e-02, 5.57106328e+04
9.73325819e-02, 5.57259180e+04
9.73669440e-02, 5.57421797e+04
9.74013135e-02, 5.57452461e+04
9.74356756e-02, 5.57482461e+04
9.74700376e-02, 5.57620430e+04
9.75043997e-02, 5.57766406e+04
9.75387692e-02, 5.57711563e+04
9.75731313e-02, 5.57966406e+04
9.76074934e-02, 5.58016172e+04
9.76418629e-02, 5.58065820e+04
9.76762250e-02, 5.58207969e+04
9.77105871e-02, 5.58373906e+04
9.77449566e-02, 5.58432734e+04
9.77793187e-02, 5.58498516e+04
9.78136808e-02, 5.58647266e+04
9.78480428e-02, 5.58834648e+04
9.78824124e-02, 5.58787227e+04
9.79167745e-02, 5.59084531e+04
9.79511365e-02, 5.59143828e+04
9.79855061e-02, 5.59236523e+04
9.80198681e-02, 5.59399922e+04
9.80542302e-02, 5.59626758e+04
9.80885997e-02, 5.59669297e+04
9.81229618e-02, 5.59760703e+04
9.81573239e-02, 5.59941914e+04
9.81916860e-02, 5.60187383e+04
9.82260555e-02, 5.60136953e+04
9.82604176e-02, 5.60477344e+04
9.82947797e-02, 5.60545820e+04
9.83291492e-02, 5.60678008e+04
9.83635113e-02, 5.60853750e+04
9.83978733e-02, 5.61122617e+04
9.84322429e-02, 5.61202734e+04
9.84666049e-02, 5.61372109e+04
9.85009670e-02, 5.61541914e+04
9.85353291e-02, 5.61832344e+04
9.85696986e-02, 5.61807148e+04
9.86040607e-02, 5.62206680e+04
9.86384228e-02, 5.62304805e+04
9.86727923e-02, 5.62625195e+04
9.87071544e-02, 5.62594063e+04
9.87415165e-02, 5.63016250e+04
9.87758785e-02, 5.63118633e+04
9.88102481e-02, 5.63350156e+04
9.88446102e-02, 5.63547969e+04
9.88789722e-02, 5.63916484e+04
9.89133418e-02, 5.63895703e+04
9.89477038e-02, 5.64358203e+04
9.89820659e-02, 5.64470586e+04
9.90164354e-02, 5.64851289e+04
9.90507975e-02, 5.64835547e+04
9.90851596e-02, 5.65319063e+04
9.91195217e-02, 5.65438125e+04
9.91538912e-02, 5.65729102e+04
9.91882533e-02, 5.65927969e+04
9.92226154e-02, 5.66346211e+04
9.92569849e-02, 5.66358125e+04
9.92913470e-02, 5.66866250e+04
9.93257090e-02, 5.67007148e+04
9.93600786e-02, 5.67455859e+04
9.93944407e-02, 5.67472344e+04
9.94288027e-02, 5.68037422e+04
9.94631648e-02, 5.68174570e+04
9.94975343e-02, 5.68538906e+04
9.95318964e-02, 5.68759219e+04
9.95662585e-02, 5.69245820e+04
9.96006280e-02, 5.69269688e+04
9.96349901e-02, 5.69867305e+04
9.96693522e-02, 5.70003164e+04
9.97037217e-02, 5.70505547e+04
9.97380838e-02, 5.70537773e+04
9.97724459e-02, 5.71159844e+04
9.98068079e-02, 5.71298242e+04
9.98411775e-02, 5.71704492e+04
9.98755395e-02, 5.71954375e+04
9.99099016e-02, 5.72500039e+04
9.99442711e-02, 5.72527109e+04
9.99786332e-02, 5.73168086e+04
1.00013003e-01, 5.73327852e+04
1.00047357e-01, 5.73885078e+04
1.00081727e-01, 5.73916484e+04
1.00116089e-01, 5.74575195e+04
1.00150451e-01, 5.74743555e+04
1.00184821e-01, 5.75207422e+04
1.00219183e-01, 5.75443477e+04
1.00253537e-01, 5.76019805e+04
1.00287907e-01, 5.76097930e+04
1.00322276e-01, 5.76788633e+04
1.00356638e-01, 5.76967891e+04
1.00391008e-01, 5.77583398e+04
1.00425370e-01, 5.77620547e+04
1.00459732e-01, 5.78318906e+04
1.00494087e-01, 5.78501133e+04
1.00528464e-01, 5.79002344e+04
1.00562833e-01, 5.79264531e+04
1.00597188e-01, 5.79888906e+04
1.00631557e-01, 5.79951641e+04
1.00665919e-01, 5.80686406e+04
1.00700282e-01, 5.80847305e+04
1.00734644e-01, 5.81466055e+04
1.00769013e-01, 5.81515625e+04
1.00803383e-01, 5.82232969e+04
1.00837737e-01, 5.82419805e+04
1.00872107e-01, 5.82938164e+04
1.00906469e-01, 5.83223164e+04
1.00940831e-01, 5.83882891e+04
